M1 - once per shift only
Date, Shift, Tech No., Date/Time Encoded, Meter Reading (kw.hr), Remarks
1-Aug-2023,"GRAVE 1",10373,"1-Aug-2023 11:53:22",212741.806,N/A
2-Aug-2023,"DAY 1",10303,"2-Aug-2023 07:01:17",212741.806,N/A
2-Aug-2023,"SWG 1",10373,"2-Aug-2023 02:46:12",212741.806,N/A
2-Aug-2023,"GRAVE 1",10715,"2-Aug-2023 11:28:33",212741.806,N/A
3-Aug-2023,"DAY 1",10303,"3-Aug-2023 07:11:16",212741.806,N/A
3-Aug-2023,"SWG 1",10355,"3-Aug-2023 05:24:17",212741.806,N/A
3-Aug-2023,"GRAVE 1",10373,"3-Aug-2023 10:58:43",212741.806,N/A
4-Aug-2023,"DAY 1",10854,"4-Aug-2023 07:57:43",212741.806,N/A
4-Aug-2023,"SWG 1",10355,"4-Aug-2023 04:35:47",212741.806,N/A
4-Aug-2023,"GRAVE 1",10002,"7-Aug-2023 01:21:02",212741.806,N/A
5-Aug-2023,"DAY 1",10373,"5-Aug-2023 07:09:53",212741.806,N/A
5-Aug-2023,"SWG 1",10373,"5-Aug-2023 03:08:32",212741.806,N/A
5-Aug-2023,"GRAVE 1",10715,"5-Aug-2023 01:23:58",212741.806,N/A
6-Aug-2023,"DAY 1",7611,"6-Aug-2023 02:11:19",212741.806,N/A
6-Aug-2023,"SWG 1",7611,"6-Aug-2023 03:12:25",212741.806,N/A
6-Aug-2023,"GRAVE 1",10715,"7-Aug-2023 05:23:15",212741.806,N/A
7-Aug-2023,"DAY 1",7611,"7-Aug-2023 11:00:07",212741.806,N/A
7-Aug-2023,"SWG 1",10373,"7-Aug-2023 03:32:57",212741.806,N/A
7-Aug-2023,"GRAVE 1",10715,"7-Aug-2023 11:52:18",212741.806,N/A
8-Aug-2023,"DAY 1",10786,"8-Aug-2023 08:20:51",212741.806,N/A
8-Aug-2023,"SWG 1",10373,"8-Aug-2023 03:04:15",212741.806,N/A
8-Aug-2023,"GRAVE 1",10715,"8-Aug-2023 11:50:11",212741.806,N/A
9-Aug-2023,"DAY 1",10786,"9-Aug-2023 07:56:36",212741.806,N/A
9-Aug-2023,"SWG 1",10373,"9-Aug-2023 02:48:53",212741.806,N/A
9-Aug-2023,"GRAVE 1",10715,"9-Aug-2023 11:38:20",212741.806,N/A
10-Aug-2023,"DAY 1",10786,"10-Aug-2023 08:47:58",212741.806,N/A
10-Aug-2023,"SWG 1",10373,"10-Aug-2023 02:58:53",212741.806,N/A
10-Aug-2023,"GRAVE 1",10355,"11-Aug-2023 01:41:43",212741.806,N/A
11-Aug-2023,"DAY 1",10786,"11-Aug-2023 07:23:31",212741.806,N/A
11-Aug-2023,"SWG 1",10303,"11-Aug-2023 04:23:26",212741.806,N/A
11-Aug-2023,"GRAVE 1",10715,"12-Aug-2023 01:27:29",212741.806,N/A
12-Aug-2023,"DAY 1",10355,"12-Aug-2023 07:14:34",212741.806,N/A
12-Aug-2023,"SWG 1",10355,"12-Aug-2023 04:36:47",212741.806,N/A
12-Aug-2023,"GRAVE 1",10715,"13-Aug-2023 12:39:00",212741.806,N/A
13-Aug-2023,"DAY 1",10786,"13-Aug-2023 07:44:34",212741.806,N/A
13-Aug-2023,"SWG 1",7611,"13-Aug-2023 02:59:21",212741.806,N/A
13-Aug-2023,"GRAVE 1",10715,"14-Aug-2023 01:39:02",212741.806,N/A
14-Aug-2023,"DAY 1",10786,"14-Aug-2023 08:07:13",212741.806,N/A
14-Aug-2023,"SWG 1",10373,"14-Aug-2023 02:43:42",212741.806,N/A
14-Aug-2023,"GRAVE 1",10715,"14-Aug-2023 11:41:20",212741.806,N/A
15-Aug-2023,"DAY 1",10786,"15-Aug-2023 08:05:33",212741.806,N/A
15-Aug-2023,"SWG 1",10373,"15-Aug-2023 02:42:09",212741.806,N/A
15-Aug-2023,"GRAVE 1",10715,"15-Aug-2023 11:21:49",212741.806,N/A
16-Aug-2023,"DAY 1",7611,"16-Aug-2023 06:28:30",212741.806,N/A
16-Aug-2023,"SWG 1",10303,"16-Aug-2023 02:49:31",212741.806,N/A
16-Aug-2023,"GRAVE 1",10303,"17-Aug-2023 10:45:13",212741.806,N/A
17-Aug-2023,"DAY 1",10373,"17-Aug-2023 07:13:20",212741.806,N/A
17-Aug-2023,"SWG 1",10361,"17-Aug-2023 03:24:54",212741.806,N/A
17-Aug-2023,"GRAVE 1",10715,"17-Aug-2023 11:49:20",212741.806,N/A
18-Aug-2023,"DAY 1",10355,"18-Aug-2023 08:10:44",212741.806,N/A
18-Aug-2023,"SWG 1",10373,"18-Aug-2023 03:08:18",212741.806,N/A
18-Aug-2023,"GRAVE 1",10786,"18-Aug-2023 10:57:04",212741.806,N/A
19-Aug-2023,"DAY 1",10002,"19-Aug-2023 10:54:08",212741.806,N/A
19-Aug-2023,"SWG 1",10373,"19-Aug-2023 02:48:11",212741.806,N/A
19-Aug-2023,"GRAVE 1",10786,"19-Aug-2023 10:52:18",212741.806,N/A
20-Aug-2023,"DAY 1",10854,"20-Aug-2023 07:33:50",212741.806,N/A
20-Aug-2023,"SWG 1",10373,"20-Aug-2023 04:37:21",212741.806,N/A
20-Aug-2023,"GRAVE 1",10786,"20-Aug-2023 11:46:39",212741.806,N/A
21-Aug-2023,"DAY 1",10854,"21-Aug-2023 08:06:56",212741.806,N/A
21-Aug-2023,"SWG 1",10373,"21-Aug-2023 03:08:36",212741.806,N/A
21-Aug-2023,"GRAVE 1",10786,"21-Aug-2023 11:04:24",212741.806,N/A
22-Aug-2023,"DAY 1",10854,"22-Aug-2023 07:40:09",212741.806,N/A
22-Aug-2023,"SWG 1",10373,"22-Aug-2023 04:12:26",212741.806,N/A
22-Aug-2023,"GRAVE 1",10786,"22-Aug-2023 11:13:05",212741.806,N/A
23-Aug-2023,"DAY 1",10355,"23-Aug-2023 07:16:57",212741.806,N/A
23-Aug-2023,"SWG 1",10373,"23-Aug-2023 02:39:14",212741.806,N/A
23-Aug-2023,"GRAVE 1",10786,"23-Aug-2023 11:06:08",212741.806,N/A
24-Aug-2023,"DAY 1",10361,"24-Aug-2023 07:12:35",212741.806,N/A
24-Aug-2023,"SWG 1",10373,"24-Aug-2023 02:30:47",212741.806,N/A
24-Aug-2023,"GRAVE 1",10786,"24-Aug-2023 11:21:02",212741.806,N/A
25-Aug-2023,"DAY 1",10854,"25-Aug-2023 07:35:53",212741.806,N/A
25-Aug-2023,"SWG 1",10373,"25-Aug-2023 02:52:13",212741.806,N/A
25-Aug-2023,"GRAVE 1",10786,"25-Aug-2023 10:53:56",212741.806,N/A
26-Aug-2023,"DAY 1",10373,"26-Aug-2023 06:57:15",212741.806,N/A
26-Aug-2023,"SWG 1",10373,"26-Aug-2023 05:48:41",212741.806,N/A
26-Aug-2023,"GRAVE 1",10786,"26-Aug-2023 11:00:12",212741.806,N/A
27-Aug-2023,"DAY 1",10854,"27-Aug-2023 07:48:56",212741.806,N/A
27-Aug-2023,"SWG 1",10355,"27-Aug-2023 03:54:00",212741.806,N/A
27-Aug-2023,"GRAVE 1",10373,"27-Aug-2023 10:38:30",212741.806,N/A
28-Aug-2023,"DAY 1",10854,"28-Aug-2023 07:52:47",212741.806,N/A
28-Aug-2023,"SWG 1",10854,"29-Aug-2023 09:01:40",212741.806,N/A
28-Aug-2023,"GRAVE 1",10303,"28-Aug-2023 11:16:08",212741.806,N/A
29-Aug-2023,"DAY 1",10854,"29-Aug-2023 07:19:58",212741.806,N/A
29-Aug-2023,"SWG 1",10373,"29-Aug-2023 02:48:40",212741.806,N/A
29-Aug-2023,"GRAVE 1",10303,"29-Aug-2023 11:04:52",212741.806,N/A
30-Aug-2023,"DAY 1",10854,"30-Aug-2023 07:08:17",212741.806,N/A
30-Aug-2023,"SWG 1",10373,"30-Aug-2023 03:01:05",212741.806,N/A
30-Aug-2023,"GRAVE 1",10303,"30-Aug-2023 11:07:52",212741.806,N/A
31-Aug-2023,"DAY 1",10854,"31-Aug-2023 08:43:42",212741.806,N/A
31-Aug-2023,"SWG 1",10373,"31-Aug-2023 03:19:15",212741.806,N/A
31-Aug-2023,"GRAVE 1",10303,"31-Aug-2023 11:15:04",212741.806,N/A

M7 - once per shift only
Date, Shift, Tech No., Date/Time Encoded, Meter Reading (kw.hr), Remarks
1-Aug-2023,"DAY 1",5249,"1-Aug-2023 07:20:43",4157,N/A
1-Aug-2023,"SWG 1",10355,"1-Aug-2023 03:10:15",4157,N/A
1-Aug-2023,"GRAVE 1",10373,"1-Aug-2023 11:53:29",4157,N/A
2-Aug-2023,"DAY 1",10303,"2-Aug-2023 07:01:28",4157,N/A
2-Aug-2023,"SWG 1",10373,"2-Aug-2023 02:46:19",4157,N/A
2-Aug-2023,"GRAVE 1",10715,"2-Aug-2023 11:28:39",4157,N/A
3-Aug-2023,"DAY 1",10303,"3-Aug-2023 07:11:24",4157,N/A
3-Aug-2023,"SWG 1",10355,"3-Aug-2023 05:24:28",4157,N/A
3-Aug-2023,"GRAVE 1",10373,"3-Aug-2023 10:58:49",4157,N/A
4-Aug-2023,"DAY 1",10854,"4-Aug-2023 07:57:53",4157,N/A
4-Aug-2023,"SWG 1",10355,"4-Aug-2023 04:36:00",4157,N/A
4-Aug-2023,"GRAVE 1",10715,"5-Aug-2023 01:24:10",4157,N/A
5-Aug-2023,"DAY 1",10373,"5-Aug-2023 07:10:10",4157,N/A
5-Aug-2023,"SWG 1",10373,"5-Aug-2023 03:08:41",4157,N/A
5-Aug-2023,"GRAVE 1",10715,"5-Aug-2023 11:34:04",4157,N/A
6-Aug-2023,"DAY 1",7611,"6-Aug-2023 02:11:28",4157,N/A
6-Aug-2023,"SWG 1",7611,"6-Aug-2023 03:12:32",4157,N/A
6-Aug-2023,"GRAVE 1",10715,"7-Aug-2023 05:23:26",4157,N/A
7-Aug-2023,"DAY 1",7611,"7-Aug-2023 11:00:17",4157,N/A
7-Aug-2023,"SWG 1",10373,"7-Aug-2023 03:33:09",4157,N/A
7-Aug-2023,"GRAVE 1",10715,"7-Aug-2023 11:52:30",4157,N/A
8-Aug-2023,"DAY 1",10786,"8-Aug-2023 08:21:12",4158,N/A
8-Aug-2023,"SWG 1",10373,"8-Aug-2023 03:04:25",4158,N/A
8-Aug-2023,"GRAVE 1",10715,"8-Aug-2023 11:50:22",4158,N/A
9-Aug-2023,"DAY 1",10786,"9-Aug-2023 07:57:02",4158,N/A
9-Aug-2023,"SWG 1",10373,"9-Aug-2023 02:49:01",4158,N/A
9-Aug-2023,"GRAVE 1",10715,"9-Aug-2023 11:38:48",4158,N/A
10-Aug-2023,"DAY 1",10786,"10-Aug-2023 08:48:15",4158,N/A
10-Aug-2023,"SWG 1",10373,"10-Aug-2023 02:59:03",4158,N/A
10-Aug-2023,"GRAVE 1",10355,"11-Aug-2023 01:41:50",4158,N/A
11-Aug-2023,"DAY 1",10786,"11-Aug-2023 07:42:54",4158,N/A
11-Aug-2023,"SWG 1",10303,"11-Aug-2023 04:23:35",4158,N/A
11-Aug-2023,"GRAVE 1",10715,"12-Aug-2023 01:27:39",4158,N/A
12-Aug-2023,"DAY 1",10355,"12-Aug-2023 07:14:46",4158,N/A
12-Aug-2023,"SWG 1",10355,"12-Aug-2023 04:36:51",4158,N/A
12-Aug-2023,"GRAVE 1",10715,"13-Aug-2023 12:39:08",4158,N/A
13-Aug-2023,"DAY 1",10786,"13-Aug-2023 07:44:44",4158,N/A
13-Aug-2023,"SWG 1",7611,"13-Aug-2023 02:59:30",4158,N/A
13-Aug-2023,"GRAVE 1",10715,"14-Aug-2023 01:38:51",4158,N/A
14-Aug-2023,"DAY 1",10786,"14-Aug-2023 08:07:42",4158,N/A
14-Aug-2023,"SWG 1",10373,"14-Aug-2023 02:44:05",4158,N/A
14-Aug-2023,"GRAVE 1",10715,"14-Aug-2023 11:41:27",4158,N/A
15-Aug-2023,"DAY 1",10786,"15-Aug-2023 08:05:57",4158,N/A
15-Aug-2023,"SWG 1",10373,"15-Aug-2023 02:42:16",4158,N/A
15-Aug-2023,"GRAVE 1",10715,"15-Aug-2023 11:21:54",4158,N/A
16-Aug-2023,"DAY 1",7611,"16-Aug-2023 06:28:39",4158,N/A
16-Aug-2023,"SWG 1",10303,"16-Aug-2023 02:49:50",4158,N/A
16-Aug-2023,"GRAVE 1",10303,"17-Aug-2023 10:45:26",4158,N/A
17-Aug-2023,"DAY 1",10373,"17-Aug-2023 07:13:28",4158,N/A
17-Aug-2023,"SWG 1",10361,"17-Aug-2023 03:25:07",4158,N/A
17-Aug-2023,"GRAVE 1",10715,"17-Aug-2023 11:49:28",4158,N/A
18-Aug-2023,"DAY 1",10355,"18-Aug-2023 08:10:52",4158,N/A
18-Aug-2023,"SWG 1",10373,"18-Aug-2023 03:08:30",4158,N/A
18-Aug-2023,"GRAVE 1",10786,"18-Aug-2023 10:57:18",4158,N/A
19-Aug-2023,"DAY 1",10002,"19-Aug-2023 10:54:21",4158,N/A
19-Aug-2023,"SWG 1",10373,"19-Aug-2023 02:48:22",4158,N/A
19-Aug-2023,"GRAVE 1",10786,"19-Aug-2023 10:52:41",4158,N/A
20-Aug-2023,"DAY 1",10854,"20-Aug-2023 07:34:00",4158,N/A
20-Aug-2023,"SWG 1",10373,"20-Aug-2023 04:37:32",4158,N/A
20-Aug-2023,"GRAVE 1",10786,"20-Aug-2023 11:46:52",4158,N/A
21-Aug-2023,"DAY 1",10854,"21-Aug-2023 08:07:01",4158,N/A
21-Aug-2023,"SWG 1",10373,"21-Aug-2023 03:08:45",4158,N/A
21-Aug-2023,"GRAVE 1",10786,"21-Aug-2023 11:04:40",4158,N/A
22-Aug-2023,"DAY 1",10854,"22-Aug-2023 07:40:43",4158,N/A
22-Aug-2023,"SWG 1",10373,"22-Aug-2023 04:12:39",4158,N/A
22-Aug-2023,"GRAVE 1",10786,"22-Aug-2023 11:13:25",4158,N/A
23-Aug-2023,"DAY 1",10355,"23-Aug-2023 07:16:45",4158,N/A
23-Aug-2023,"SWG 1",10373,"23-Aug-2023 02:39:28",4158,N/A
23-Aug-2023,"GRAVE 1",10786,"23-Aug-2023 11:06:26",4158,N/A
24-Aug-2023,"DAY 1",10361,"24-Aug-2023 07:12:55",4158,N/A
24-Aug-2023,"SWG 1",10373,"24-Aug-2023 02:30:54",4158,N/A
24-Aug-2023,"GRAVE 1",10786,"24-Aug-2023 11:21:27",4158,N/A
25-Aug-2023,"DAY 1",10854,"25-Aug-2023 07:35:58",4158,N/A
25-Aug-2023,"SWG 1",10373,"25-Aug-2023 02:52:22",4158,N/A
25-Aug-2023,"GRAVE 1",10786,"25-Aug-2023 10:54:07",4158,N/A
26-Aug-2023,"DAY 1",10373,"26-Aug-2023 05:49:16",4158,N/A
26-Aug-2023,"SWG 1",10373,"26-Aug-2023 06:57:24",4158,N/A
26-Aug-2023,"GRAVE 1",10786,"26-Aug-2023 11:00:26",4158,N/A
27-Aug-2023,"DAY 1",10854,"27-Aug-2023 07:49:07",4158,N/A
27-Aug-2023,"SWG 1",10355,"27-Aug-2023 03:54:09",4158,N/A
27-Aug-2023,"GRAVE 1",10373,"27-Aug-2023 10:38:39",4158,N/A
28-Aug-2023,"DAY 1",10854,"28-Aug-2023 07:52:53",4158,N/A
28-Aug-2023,"SWG 1",10854,"29-Aug-2023 09:02:06",4158,N/A
28-Aug-2023,"GRAVE 1",10303,"28-Aug-2023 11:16:21",4158,N/A
29-Aug-2023,"DAY 1",10854,"29-Aug-2023 07:20:03",4158,N/A
29-Aug-2023,"SWG 1",10373,"29-Aug-2023 02:48:50",4158,N/A
29-Aug-2023,"GRAVE 1",10303,"29-Aug-2023 11:05:02",4158,N/A
30-Aug-2023,"DAY 1",10854,"30-Aug-2023 07:08:22",4158,N/A
30-Aug-2023,"SWG 1",10373,"30-Aug-2023 03:01:13",4158,N/A
30-Aug-2023,"GRAVE 1",10303,"30-Aug-2023 11:08:02",4158,N/A
31-Aug-2023,"DAY 1",10854,"31-Aug-2023 08:43:49",4158,N/A
31-Aug-2023,"SWG 1",10373,"31-Aug-2023 03:19:24",4158,N/A
31-Aug-2023,"GRAVE 1",10303,"31-Aug-2023 11:15:19",4158,N/A

Main Meter - day only (7-8am reading)
Date, Shift, Tech No., Date/Time Encoded, Meter Reading (kw.hr), Remarks
1-Aug-2023,"GRAVE 2",10715,"13-Aug-2023 12:39:57",18298,N/A
1-Aug-2023,"DAY 1",5249,"1-Aug-2023 07:21:19",18242,N/A
1-Aug-2023,"SWG 1",10355,"1-Aug-2023 03:10:30",18244,N/A
1-Aug-2023,"GRAVE 1",10373,"1-Aug-2023 11:53:38",18246,N/A
2-Aug-2023,"DAY 1",10303,"2-Aug-2023 07:01:39",18246,N/A
2-Aug-2023,"SWG 1",10373,"2-Aug-2023 02:47:37",18248,N/A
2-Aug-2023,"GRAVE 1",10715,"2-Aug-2023 11:28:50",18250,N/A
3-Aug-2023,"DAY 1",10303,"3-Aug-2023 07:11:37",18251,N/A
3-Aug-2023,"SWG 1",10355,"3-Aug-2023 05:24:41",18253,N/A
3-Aug-2023,"GRAVE 1",10373,"3-Aug-2023 10:59:09",18255,N/A
4-Aug-2023,"DAY 1",10854,"4-Aug-2023 07:58:06",18256,N/A
4-Aug-2023,"SWG 1",10355,"4-Aug-2023 04:36:16",18259,N/A
4-Aug-2023,"GRAVE 1",10715,"5-Aug-2023 01:24:21",18260,N/A
5-Aug-2023,"DAY 1",10373,"5-Aug-2023 07:10:27",18262,N/A
5-Aug-2023,"SWG 1",10373,"5-Aug-2023 03:08:54",18264,N/A
5-Aug-2023,"GRAVE 1",10715,"5-Aug-2023 11:30:09",18265,N/A
6-Aug-2023,"DAY 1",7611,"6-Aug-2023 02:11:44",18266,N/A
6-Aug-2023,"SWG 1",7611,"6-Aug-2023 03:11:29",18267,N/A
6-Aug-2023,"GRAVE 1",10715,"7-Aug-2023 05:22:24",18268,N/A
7-Aug-2023,"DAY 1",7611,"7-Aug-2023 10:43:29",18268,N/A
7-Aug-2023,"SWG 1",10373,"7-Aug-2023 03:33:32",18270,N/A
7-Aug-2023,"GRAVE 1",10715,"7-Aug-2023 11:53:20",18271,N/A
8-Aug-2023,"DAY 1",10786,"8-Aug-2023 08:21:47",18273,N/A
8-Aug-2023,"SWG 1",10373,"8-Aug-2023 03:04:37",18275,N/A
8-Aug-2023,"GRAVE 1",10715,"8-Aug-2023 11:52:01",18276,N/A
9-Aug-2023,"DAY 1",10786,"9-Aug-2023 08:28:56",18278,N/A
9-Aug-2023,"SWG 1",10373,"9-Aug-2023 02:49:37",18280,N/A
9-Aug-2023,"GRAVE 1",10715,"9-Aug-2023 11:40:35",18282,N/A
10-Aug-2023,"DAY 1",10786,"10-Aug-2023 07:41:04",18283,N/A
10-Aug-2023,"SWG 1",10373,"10-Aug-2023 02:59:17",18285,N/A
10-Aug-2023,"GRAVE 1",10355,"11-Aug-2023 01:42:00",18287,N/A
11-Aug-2023,"DAY 1",10786,"11-Aug-2023 07:22:46",18289,N/A
11-Aug-2023,"SWG 1",10303,"11-Aug-2023 04:23:58",18291,N/A
11-Aug-2023,"GRAVE 1",10715,"12-Aug-2023 01:27:58",18293,N/A
12-Aug-2023,"DAY 1",10355,"12-Aug-2023 07:15:21",18294,N/A
12-Aug-2023,"SWG 1",10355,"12-Aug-2023 04:37:30",18296,N/A
12-Aug-2023,"GRAVE 1",10715,"13-Aug-2023 12:39:47",18298,N/A
13-Aug-2023,"DAY 1",10786,"13-Aug-2023 07:44:55",18299,N/A
13-Aug-2023,"SWG 1",7611,"13-Aug-2023 02:59:47",18299,N/A
13-Aug-2023,"GRAVE 1",10715,"14-Aug-2023 01:38:34",18300,N/A
14-Aug-2023,"DAY 1",10786,"14-Aug-2023 08:01:10",18300,N/A
14-Aug-2023,"SWG 1",10373,"14-Aug-2023 02:43:53",18302,N/A
14-Aug-2023,"GRAVE 1",10715,"14-Aug-2023 11:43:07",18304,N/A
15-Aug-2023,"DAY 1",10786,"15-Aug-2023 07:37:51",18305,N/A
15-Aug-2023,"SWG 1",10373,"15-Aug-2023 02:42:29",18307,N/A
15-Aug-2023,"GRAVE 1",10715,"15-Aug-2023 11:29:09",18309,N/A
16-Aug-2023,"DAY 1",7611,"16-Aug-2023 06:28:57",18311,N/A
16-Aug-2023,"SWG 1",10303,"16-Aug-2023 02:50:04",18313,N/A
16-Aug-2023,"GRAVE 1",10303,"17-Aug-2023 10:45:49",18315,N/A
17-Aug-2023,"DAY 1",10373,"17-Aug-2023 07:13:48",18316,N/A
17-Aug-2023,"SWG 1",10361,"17-Aug-2023 03:25:43",18318,N/A
17-Aug-2023,"GRAVE 1",10715,"17-Aug-2023 11:49:43",18320,N/A
18-Aug-2023,"DAY 1",10355,"18-Aug-2023 08:11:04",18321,N/A
18-Aug-2023,"SWG 1",10373,"18-Aug-2023 03:08:52",18323,N/A
18-Aug-2023,"GRAVE 1",10786,"18-Aug-2023 10:54:55",18325,N/A
19-Aug-2023,"DAY 1",10002,"19-Aug-2023 10:54:43",18326,N/A
19-Aug-2023,"SWG 1",10373,"19-Aug-2023 02:49:27",18328,N/A
19-Aug-2023,"GRAVE 1",10786,"19-Aug-2023 10:54:04",18330,N/A
20-Aug-2023,"DAY 1",10854,"20-Aug-2023 07:34:14",18332,N/A
20-Aug-2023,"SWG 1",10373,"20-Aug-2023 04:37:47",18334,N/A
20-Aug-2023,"GRAVE 1",10786,"20-Aug-2023 11:47:40",18335,N/A
21-Aug-2023,"DAY 1",10854,"21-Aug-2023 08:07:11",18337,N/A
21-Aug-2023,"SWG 1",10373,"21-Aug-2023 03:09:03",18339,N/A
21-Aug-2023,"GRAVE 1",10786,"21-Aug-2023 11:05:37",18340,N/A
22-Aug-2023,"DAY 1",10854,"22-Aug-2023 07:40:59",18342,N/A
22-Aug-2023,"SWG 1",10373,"22-Aug-2023 04:12:55",18344,N/A
22-Aug-2023,"GRAVE 1",10786,"22-Aug-2023 11:14:05",18345,N/A
23-Aug-2023,"DAY 1",10355,"23-Aug-2023 07:04:54",18347,N/A
23-Aug-2023,"SWG 1",10373,"23-Aug-2023 02:39:44",18349,N/A
23-Aug-2023,"GRAVE 1",10786,"23-Aug-2023 11:07:24",18350,N/A
24-Aug-2023,"DAY 1",10361,"24-Aug-2023 07:13:19",18352,N/A
24-Aug-2023,"SWG 1",10373,"24-Aug-2023 02:31:54",18354,N/A
24-Aug-2023,"GRAVE 1",10786,"24-Aug-2023 11:22:17",18355,N/A
25-Aug-2023,"DAY 1",10854,"25-Aug-2023 07:36:19",18357,N/A
25-Aug-2023,"SWG 1",10373,"25-Aug-2023 02:52:32",18359,N/A
25-Aug-2023,"GRAVE 1",10786,"25-Aug-2023 10:54:40",18361,N/A
26-Aug-2023,"DAY 1",10373,"26-Aug-2023 06:57:40",18362,N/A
26-Aug-2023,"SWG 1",10373,"26-Aug-2023 05:49:50",18364,N/A
26-Aug-2023,"GRAVE 1",10786,"26-Aug-2023 11:01:00",18366,N/A
27-Aug-2023,"DAY 1",10854,"27-Aug-2023 07:49:29",18367,N/A
27-Aug-2023,"SWG 1",10355,"27-Aug-2023 03:54:20",18369,N/A
27-Aug-2023,"GRAVE 1",10373,"27-Aug-2023 10:38:55",18371,N/A
28-Aug-2023,"DAY 1",10854,"28-Aug-2023 07:53:04",18372,N/A
28-Aug-2023,"SWG 1",10854,"29-Aug-2023 09:02:39",18374,N/A
28-Aug-2023,"GRAVE 1",10303,"28-Aug-2023 11:17:02",18375,N/A
29-Aug-2023,"DAY 1",10854,"29-Aug-2023 07:20:18",18377,N/A
29-Aug-2023,"SWG 1",10373,"29-Aug-2023 02:49:03",18379,N/A
29-Aug-2023,"GRAVE 1",10303,"29-Aug-2023 11:05:17",18381,N/A
30-Aug-2023,"DAY 1",10854,"30-Aug-2023 07:08:36",18382,N/A
30-Aug-2023,"SWG 1",10373,"30-Aug-2023 03:01:24",18384,N/A
30-Aug-2023,"GRAVE 1",10303,"30-Aug-2023 11:08:19",18385,N/A
31-Aug-2023,"DAY 1",10854,"31-Aug-2023 08:44:23",18387,N/A
31-Aug-2023,"SWG 1",10373,"31-Aug-2023 03:20:10",18389,N/A
31-Aug-2023,"GRAVE 1",10303,"31-Aug-2023 11:16:13",18390,N/A
