M1 - once per shift only
Date, Shift, Tech No., Date/Time Encoded, Meter Reading (kw.hr), Remarks
1-Aug-2023,"DAY 1",5249,"1-Aug-2023 07:19:42",5069,N/A
1-Aug-2023,"SWG 1",10355,"1-Aug-2023 03:08:30",5069,N/A
1-Aug-2023,"GRAVE 1",10373,"1-Aug-2023 11:52:46",5069,N/A
2-Aug-2023,"DAY 1",10303,"2-Aug-2023 07:00:20",5069,N/A
2-Aug-2023,"SWG 1",10373,"2-Aug-2023 02:45:25",5069,N/A
2-Aug-2023,"GRAVE 1",10715,"2-Aug-2023 11:27:57",5069,N/A
3-Aug-2023,"DAY 1",10303,"3-Aug-2023 07:10:00",5069,N/A
3-Aug-2023,"SWG 1",10355,"3-Aug-2023 05:22:39",5069,N/A
3-Aug-2023,"GRAVE 1",10373,"3-Aug-2023 10:57:44",5069,N/A
4-Aug-2023,"DAY 1",10854,"4-Aug-2023 07:56:47",5069,N/A
4-Aug-2023,"SWG 1",10355,"4-Aug-2023 04:34:33",5071,N/A
4-Aug-2023,"GRAVE 1",10715,"5-Aug-2023 01:22:42",5071,N/A
5-Aug-2023,"DAY 1",10373,"5-Aug-2023 07:06:13",5072,N/A
5-Aug-2023,"SWG 1",10373,"5-Aug-2023 03:03:06",5072,N/A
5-Aug-2023,"GRAVE 1",10715,"5-Aug-2023 11:33:27",5072,N/A
6-Aug-2023,"DAY 1",7611,"6-Aug-2023 02:10:36",5072,N/A
6-Aug-2023,"SWG 1",7611,"6-Aug-2023 03:11:44",5072,N/A
6-Aug-2023,"GRAVE 1",10715,"7-Aug-2023 05:22:32",5072,N/A
7-Aug-2023,"DAY 1",7611,"7-Aug-2023 10:59:12",5072,N/A
7-Aug-2023,"SWG 1",10373,"7-Aug-2023 03:31:51",5072,N/A
7-Aug-2023,"GRAVE 1",10715,"7-Aug-2023 11:50:10",5072,N/A
8-Aug-2023,"DAY 1",10786,"8-Aug-2023 08:16:54",5072,N/A
8-Aug-2023,"SWG 1",10373,"8-Aug-2023 02:49:32",5072,N/A
8-Aug-2023,"GRAVE 1",10715,"8-Aug-2023 11:48:06",5072,N/A
9-Aug-2023,"DAY 1",10786,"9-Aug-2023 07:53:51",5073,N/A
9-Aug-2023,"SWG 1",10373,"9-Aug-2023 02:48:14",5073,N/A
9-Aug-2023,"GRAVE 1",10715,"9-Aug-2023 11:34:32",5073,N/A
10-Aug-2023,"DAY 1",10786,"10-Aug-2023 08:45:10",5073,N/A
10-Aug-2023,"SWG 1",10373,"10-Aug-2023 02:57:37",5073,N/A
10-Aug-2023,"GRAVE 1",10355,"11-Aug-2023 01:40:27",5073,N/A
11-Aug-2023,"DAY 1",10786,"11-Aug-2023 07:40:22",5073,N/A
11-Aug-2023,"SWG 1",10303,"11-Aug-2023 04:22:19",5073,N/A
11-Aug-2023,"GRAVE 1",10715,"12-Aug-2023 01:23:53",5073,N/A
12-Aug-2023,"DAY 1",10355,"12-Aug-2023 07:13:23",5073,N/A
12-Aug-2023,"SWG 1",10355,"12-Aug-2023 04:36:21",5073,N/A
12-Aug-2023,"GRAVE 1",10715,"13-Aug-2023 12:38:16",5073,N/A
13-Aug-2023,"DAY 1",10786,"13-Aug-2023 07:43:19",5073,N/A
13-Aug-2023,"SWG 1",7611,"13-Aug-2023 02:58:36",5073,N/A
13-Aug-2023,"GRAVE 1",10715,"14-Aug-2023 01:36:42",5073,N/A
14-Aug-2023,"DAY 1",10786,"14-Aug-2023 08:04:17",5073,N/A
14-Aug-2023,"SWG 1",10373,"14-Aug-2023 02:41:47",5073,N/A
14-Aug-2023,"GRAVE 1",10715,"14-Aug-2023 11:37:14",5073,N/A
15-Aug-2023,"DAY 1",10786,"15-Aug-2023 08:02:35",5074,N/A
15-Aug-2023,"SWG 1",10373,"15-Aug-2023 02:41:24",5074,N/A
15-Aug-2023,"GRAVE 1",10002,"16-Aug-2023 01:34:39",5075,N/A
16-Aug-2023,"DAY 1",7611,"16-Aug-2023 06:26:32",5075,N/A
16-Aug-2023,"SWG 1",10303,"16-Aug-2023 02:48:01",5075,N/A
16-Aug-2023,"GRAVE 1",10303,"17-Aug-2023 10:43:41",5075,N/A
17-Aug-2023,"DAY 1",10373,"17-Aug-2023 07:12:30",5075,N/A
17-Aug-2023,"SWG 1",10361,"17-Aug-2023 03:23:44",5075,N/A
17-Aug-2023,"GRAVE 1",10715,"17-Aug-2023 11:48:32",5076,N/A
18-Aug-2023,"DAY 1",10355,"18-Aug-2023 08:09:55",5076,N/A
18-Aug-2023,"SWG 1",10373,"18-Aug-2023 03:07:16",5076,N/A
18-Aug-2023,"GRAVE 1",10786,"18-Aug-2023 10:55:36",5076,N/A
19-Aug-2023,"DAY 1",10002,"19-Aug-2023 10:53:04",5077,N/A
19-Aug-2023,"SWG 1",10373,"19-Aug-2023 02:47:06",5077,N/A
19-Aug-2023,"GRAVE 1",10786,"19-Aug-2023 10:50:33",5077,N/A
20-Aug-2023,"DAY 1",10854,"20-Aug-2023 07:32:46",5077,N/A
20-Aug-2023,"SWG 1",10373,"20-Aug-2023 04:33:25",5077,N/A
20-Aug-2023,"GRAVE 1",10786,"20-Aug-2023 11:45:13",5077,N/A
21-Aug-2023,"DAY 1",10002,"22-Aug-2023 09:51:59",5077,N/A
21-Aug-2023,"SWG 1",10373,"21-Aug-2023 03:07:23",5077,N/A
21-Aug-2023,"GRAVE 1",10786,"21-Aug-2023 11:02:54",5077,N/A
22-Aug-2023,"DAY 1",10854,"22-Aug-2023 07:38:43",5078,N/A
22-Aug-2023,"SWG 1",10373,"22-Aug-2023 04:11:27",5078,N/A
22-Aug-2023,"GRAVE 1",10786,"22-Aug-2023 11:10:40",5078,N/A
23-Aug-2023,"DAY 1",10355,"23-Aug-2023 07:15:25",5078,N/A
23-Aug-2023,"SWG 1",10373,"23-Aug-2023 02:38:17",5078,N/A
23-Aug-2023,"GRAVE 1",10786,"23-Aug-2023 11:04:27",5078,N/A
24-Aug-2023,"DAY 1",10361,"24-Aug-2023 07:10:36",5078,N/A
24-Aug-2023,"SWG 1",10373,"24-Aug-2023 02:29:26",5078,N/A
24-Aug-2023,"GRAVE 1",10786,"24-Aug-2023 11:19:22",5078,N/A
25-Aug-2023,"DAY 1",10854,"25-Aug-2023 07:34:45",5079,N/A
25-Aug-2023,"SWG 1",10373,"25-Aug-2023 02:51:23",5079,N/A
25-Aug-2023,"GRAVE 1",10786,"25-Aug-2023 10:52:26",5079,N/A
26-Aug-2023,"DAY 1",10373,"26-Aug-2023 06:56:21",5079,N/A
26-Aug-2023,"SWG 1",10373,"26-Aug-2023 05:47:20",5079,N/A
26-Aug-2023,"GRAVE 1",10786,"26-Aug-2023 10:58:36",5079,N/A
27-Aug-2023,"DAY 1",10854,"27-Aug-2023 07:44:50",5080,N/A
27-Aug-2023,"SWG 1",10355,"27-Aug-2023 03:52:59",5080,N/A
27-Aug-2023,"GRAVE 1",10373,"27-Aug-2023 10:36:08",5080,N/A
28-Aug-2023,"DAY 1",10854,"28-Aug-2023 07:52:12",5080,N/A
28-Aug-2023,"SWG 1",10854,"29-Aug-2023 08:58:53",5080,N/A
28-Aug-2023,"GRAVE 1",10303,"28-Aug-2023 11:15:21",5080,N/A
29-Aug-2023,"DAY 1",10854,"29-Aug-2023 07:16:31",5080,N/A
29-Aug-2023,"SWG 1",10373,"29-Aug-2023 02:47:49",5080,N/A
29-Aug-2023,"GRAVE 1",10303,"29-Aug-2023 11:04:03",5080,N/A
30-Aug-2023,"DAY 1",10854,"30-Aug-2023 07:07:36",5081,N/A
30-Aug-2023,"SWG 1",10373,"30-Aug-2023 03:00:19",5081,N/A
30-Aug-2023,"GRAVE 1",10303,"30-Aug-2023 11:06:32",5081,N/A
31-Aug-2023,"DAY 1",10854,"31-Aug-2023 08:42:14",5081,N/A
31-Aug-2023,"SWG 1",10373,"31-Aug-2023 03:18:20",5081,N/A
31-Aug-2023,"GRAVE 1",10303,"31-Aug-2023 11:14:01",5081,N/A

M2 - once per shift only
Date, Shift, Tech No., Date/Time Encoded, Meter Reading (kw.hr), Remarks
1-Aug-2023,"DAY 1",5249,"1-Aug-2023 07:19:55",0799.1,N/A
1-Aug-2023,"SWG 1",10355,"1-Aug-2023 03:08:54",0799.1,N/A
1-Aug-2023,"GRAVE 1",10373,"1-Aug-2023 11:53:02",0799.1,N/A
2-Aug-2023,"DAY 1",10303,"2-Aug-2023 07:00:31",0799.1,N/A
2-Aug-2023,"SWG 1",10373,"2-Aug-2023 02:45:33",0799.1,N/A
2-Aug-2023,"GRAVE 1",10715,"2-Aug-2023 11:28:07",0799.1,N/A
3-Aug-2023,"DAY 1",10303,"3-Aug-2023 07:10:11",0799.1,N/A
3-Aug-2023,"SWG 1",10355,"3-Aug-2023 05:22:54",0799.1,N/A
3-Aug-2023,"GRAVE 1",10373,"3-Aug-2023 10:57:55",0799.1,N/A
4-Aug-2023,"DAY 1",10854,"4-Aug-2023 07:57:06",0799.1,N/A
4-Aug-2023,"SWG 1",10355,"4-Aug-2023 04:34:45",0799.1,N/A
4-Aug-2023,"GRAVE 1",10715,"5-Aug-2023 01:22:50",0799.1,N/A
5-Aug-2023,"DAY 1",10373,"5-Aug-2023 07:06:34",0799.1,N/A
5-Aug-2023,"SWG 1",10373,"5-Aug-2023 03:07:48",0799.1,N/A
5-Aug-2023,"GRAVE 1",10715,"5-Aug-2023 11:33:33",0799.1,N/A
6-Aug-2023,"GRAVE 2",10303,"17-Aug-2023 10:43:55",0799.1,N/A
6-Aug-2023,"DAY 1",7611,"6-Aug-2023 02:10:44",0799.1,N/A
6-Aug-2023,"SWG 1",7611,"6-Aug-2023 03:11:53",0799.1,N/A
6-Aug-2023,"GRAVE 1",10715,"7-Aug-2023 05:22:38",0799.1,N/A
7-Aug-2023,"DAY 1",7611,"7-Aug-2023 10:59:21",0799.1,N/A
7-Aug-2023,"SWG 1",10373,"7-Aug-2023 03:32:11",0799.1,N/A
7-Aug-2023,"GRAVE 1",10715,"7-Aug-2023 11:50:28",0799.1,N/A
8-Aug-2023,"DAY 1",7611,"8-Aug-2023 10:48:58",0799.1,N/A
8-Aug-2023,"SWG 1",10373,"8-Aug-2023 02:49:46",0799.1,N/A
8-Aug-2023,"GRAVE 1",10715,"8-Aug-2023 11:48:42",0799.1,N/A
9-Aug-2023,"DAY 1",10786,"9-Aug-2023 07:54:52",0799.1,N/A
9-Aug-2023,"SWG 1",10373,"9-Aug-2023 02:48:23",0799.1,N/A
9-Aug-2023,"GRAVE 1",10715,"9-Aug-2023 11:34:50",0799.1,N/A
10-Aug-2023,"DAY 1",10786,"10-Aug-2023 08:45:30",0799.1,N/A
10-Aug-2023,"SWG 1",10373,"10-Aug-2023 02:57:49",0799.1,N/A
10-Aug-2023,"GRAVE 1",10355,"11-Aug-2023 01:40:43",0799.1,N/A
11-Aug-2023,"DAY 1",10786,"11-Aug-2023 07:40:49",0799.1,N/A
11-Aug-2023,"SWG 1",10303,"11-Aug-2023 04:22:29",0799.1,N/A
11-Aug-2023,"GRAVE 1",10715,"12-Aug-2023 01:24:46",0799.1,N/A
12-Aug-2023,"DAY 1",10355,"12-Aug-2023 07:13:38",0799.1,N/A
12-Aug-2023,"SWG 1",10355,"12-Aug-2023 04:36:28",0799.1,N/A
12-Aug-2023,"GRAVE 1",10715,"13-Aug-2023 12:38:26",0799.1,N/A
13-Aug-2023,"DAY 1",10786,"13-Aug-2023 07:43:30",0799.1,N/A
13-Aug-2023,"SWG 1",7611,"13-Aug-2023 02:58:44",0799.1,N/A
13-Aug-2023,"GRAVE 1",10715,"14-Aug-2023 01:37:00",0799.1,N/A
14-Aug-2023,"DAY 1",10786,"14-Aug-2023 08:04:54",0799.1,N/A
14-Aug-2023,"SWG 1",10373,"14-Aug-2023 02:42:04",0799.1,N/A
14-Aug-2023,"GRAVE 1",10715,"14-Aug-2023 11:37:47",0799.1,N/A
15-Aug-2023,"DAY 1",10786,"15-Aug-2023 08:02:52",0799.1,N/A
15-Aug-2023,"SWG 1",10373,"15-Aug-2023 02:41:31",0799.1,N/A
15-Aug-2023,"GRAVE 1",10715,"15-Aug-2023 11:20:59",0799.1,N/A
16-Aug-2023,"DAY 1",7611,"16-Aug-2023 06:26:41",0799.1,N/A
16-Aug-2023,"SWG 1",10303,"16-Aug-2023 02:48:11",0799.1,N/A
16-Aug-2023,"GRAVE 1",10303,"17-Aug-2023 10:48:17",0799.1,N/A
17-Aug-2023,"DAY 1",10373,"17-Aug-2023 07:12:44",0799.1,N/A
17-Aug-2023,"SWG 1",10361,"17-Aug-2023 03:24:02",0799.1,N/A
17-Aug-2023,"GRAVE 1",10715,"17-Aug-2023 11:48:39",0799.1,N/A
18-Aug-2023,"DAY 1",10355,"18-Aug-2023 08:10:05",0799.1,N/A
18-Aug-2023,"SWG 1",10373,"18-Aug-2023 03:07:29",0799.1,N/A
18-Aug-2023,"GRAVE 1",10786,"18-Aug-2023 10:56:00",0799.1,N/A
19-Aug-2023,"DAY 1",10002,"19-Aug-2023 10:53:17",0799.1,N/A
19-Aug-2023,"SWG 1",10373,"19-Aug-2023 02:47:26",0799.1,N/A
19-Aug-2023,"GRAVE 1",10786,"19-Aug-2023 10:51:10",0799.1,N/A
20-Aug-2023,"DAY 1",10854,"20-Aug-2023 07:32:56",0799.1,N/A
20-Aug-2023,"SWG 1",10373,"20-Aug-2023 04:36:39",0799.1,N/A
20-Aug-2023,"GRAVE 1",10786,"20-Aug-2023 11:45:30",0799.1,N/A
21-Aug-2023,"DAY 1",10854,"21-Aug-2023 08:06:29",0799.1,N/A
21-Aug-2023,"SWG 1",10373,"21-Aug-2023 03:07:42",0799.1,N/A
21-Aug-2023,"GRAVE 1",10786,"21-Aug-2023 11:03:25",0799.1,N/A
